order_id,product_id,quantity,discount
O02020,P0037,2,0.1
O02020,P0145,2,0.0
O02021,P0047,1,0.0
O02021,P0162,2,0.1
O02022,P0099,5,0.0
O02022,P0134,2,0.0
O02023,P0156,1,0.05
O02024,P0199,1,0.15
O02024,P0112,4,0.0
O02025,P0199,1,0.05
O02025,P0182,1,0.0
O02025,P0035,2,0.0
O02026,P0097,2,0.1
O02026,P0049,1,0.05
O02027,P0110,2,0.0
O02028,P0091,1,0.0
O02028,P0110,1,0.15
O02029,P0063,1,0.15
O02029,P0071,1,0.05
O02029,P0095,1,0.05
O02029,P0029,1,0.0
O02030,P0118,1,0.0
O02030,P0068,4,0.0
O02030,P0117,2,0.15
O02031,P0167,1,0.0
O02031,P0083,2,0.15
O02032,P0106,1,0.1
O02032,P0051,1,0.05
O02032,P0062,5,0.2
O02033,P0147,1,0.1
O02034,P0192,1,0.1
O02035,P0017,1,0.05
O02035,P0198,3,0.0
O02036,P0101,1,0.0
O02036,P0071,1,0.0
O02037,P0086,2,0.1
O02037,P0030,3,0.05
O02038,P0038,2,0.1
O02038,P0024,1,0.1
O02039,P0082,3,0.0
O02039,P0029,2,0.15
O02040,P0184,1,0.15
O02040,P0049,2,0.0
O02041,P0062,1,0.0
O02042,P0147,1,0.0
O02043,P0107,2,0.0
O02043,P0056,3,0.2
O02044,P0089,2,0.05
O02044,P0054,5,0.0
O02044,P0016,2,0.0
O02045,P0161,2,0.1
O02046,P0166,1,0.0
O02046,P0112,1,0.0
O02047,P0067,1,0.05
O02047,P0084,5,0.15
O02047,P0124,4,0.05
O02048,P0058,3,0.0
O02048,P0165,1,0.0
O02048,P0073,1,0.1
O02048,P0077,1,0.05
O02049,P0092,2,0.0
O02050,P0147,1,0.05
O02051,P0137,1,0.15
O02052,P0007,1,0.0
O02052,P0112,1,0.0
O02052,P0116,2,0.15
O02053,P0160,1,0.0
O02054,P0179,1,0.05
O02055,P0169,2,0.05
O02056,P0094,3,0.0
O02057,P0189,1,0.15
O02057,P0138,1,0.05
O02058,P0160,2,0.05
O02058,P0195,4,0.05
O02059,P0135,1,0.1
O02059,P0097,1,0.15
O02060,P0054,1,0.2
O02060,P0188,5,0.05
O02061,P0167,1,0.0
O02062,P0109,1,0.15
O02063,P0114,1,0.2
O02063,P0143,2,0.0
O02064,P0152,2,0.0
O02064,P0053,2,0.0
O02065,P0073,5,0.0
O02065,P0153,1,0.05
O02065,P0121,2,0.1
O02066,P0097,2,0.05
O02066,P0114,1,0.2
O02066,P0118,2,0.1
O02066,P0052,2,0.0
O02067,P0176,3,0.0
O02067,P0010,2,0.15
O02068,P0149,1,0.0
O02069,P0107,3,0.05
O02069,P0037,1,0.1
O02070,P0079,2,0.05
O02071,P0044,3,0.0
O02072,P0020,5,0.0
O02072,P0101,1,0.15
O02072,P0088,1,0.05
O02072,P0105,3,0.2
O02073,P0002,1,0.05
O02073,P0007,4,0.05
O02073,P0014,2,0.1
O02074,P0138,2,0.05
O02075,P0099,1,0.05
O02075,P0078,5,0.0
O02076,P0083,2,0.15
O02076,P0066,4,0.15
O02077,P0092,2,0.0
O02077,P0029,3,0.15
O02078,P0080,1,0.2
O02078,P0040,1,0.0
O02079,P0139,3,0.05
O02079,P0053,1,0.05
O02079,P0066,5,0.0
O02079,P0166,2,0.0
O02080,P0118,2,0.1
O02081,P0018,1,0.05
O02081,P0108,1,0.05
O02081,P0192,2,0.0
O02082,P0101,1,0.0
O02082,P0044,4,0.1
O02083,P0033,1,0.2
O02084,P0095,1,0.0
O02084,P0012,4,0.05
O02085,P0093,2,0.0
O02086,P0089,1,0.2
O02086,P0099,1,0.1
O02087,P0045,2,0.0
O02088,P0127,3,0.1
O02088,P0158,1,0.05
O02089,P0196,1,0.05
O02090,P0089,1,0.05
O02090,P0002,1,0.05
O02090,P0190,1,0.0
O02091,P0020,1,0.1
O02092,P0069,2,0.0
O02092,P0012,1,0.15
O02093,P0023,1,0.05
O02093,P0067,1,0.0
O02094,P0035,1,0.15
O02094,P0128,1,0.05
O02095,P0091,1,0.15
O02095,P0072,1,0.05
O02095,P0098,2,0.05
O02096,P0112,2,0.05
O02096,P0159,2,0.0
O02097,P0199,1,0.15
O02097,P0072,1,0.1
O02098,P0058,1,0.1
O02098,P0127,2,0.05
O02099,P0188,1,0.0
O02099,P0169,1,0.15
O02100,P0164,3,0.05
O02101,P0134,1,0.0
O02101,P0072,1,0.15
O02101,P0115,1,0.0
O02102,P0100,1,0.0
O02103,P0199,3,0.0
O02103,P0134,2,0.05
O02104,P0195,1,0.0
O02104,P0118,1,0.05
O02105,P0056,5,0.05
O02106,P0113,1,0.0
O02106,P0096,1,0.1
O02106,P0130,1,0.1
O02106,P0171,3,0.15
O02107,P0057,1,0.2
O02107,P0155,2,0.15
O02107,P0036,1,0.0
O02108,P0175,1,0.0
O02108,P0057,2,0.15
O02108,P0056,1,0.05
O02109,P0134,2,0.1
O02110,P0169,2,0.05
O02110,P0039,2,0.0
O02110,P0031,3,0.05
O02111,P0039,1,0.05
O02111,P0194,1,0.0
O02112,P0010,1,0.0
O02112,P0100,2,0.0
O02113,P0114,1,0.1
O02114,P0019,1,0.0
O02114,P0087,4,0.0
O02115,P0066,1,0.1
O02115,P0158,2,0.0
O02116,P0044,3,0.0
O02117,P0165,1,0.0
O02117,P0039,2,0.05
O02118,P0076,1,0.1
O02119,P0121,2,0.05
O02119,P0068,1,0.05
O02120,P0056,1,0.05
O02121,P0142,1,0.0
O02122,P0162,3,0.15
O02123,P0102,1,0.05
O02123,P0177,1,0.15
O02123,P0198,1,0.1
O02124,P0195,2,0.1
O02125,P0191,2,0.1
O02125,P0023,2,0.05
O02126,P0062,1,0.0
O02126,P0101,1,0.05
O02127,P0089,2,0.2
O02128,P0197,1,0.1
O02128,P0166,1,0.0
O02129,P0130,2,0.0
O02130,P0124,2,0.05
O02130,P0143,1,0.05
O02130,P0185,1,0.15
O02131,P0077,1,0.0
O02131,P0068,3,0.1
O02132,P0041,3,0.0
O02132,P0154,2,0.05
O02133,P0077,1,0.0
O02133,P0056,3,0.15
O02133,P0021,2,0.0
O02133,P0072,2,0.0
O02134,P0195,1,0.1
O02135,P0181,1,0.0
O02136,P0129,1,0.0
O02137,P0108,1,0.0
O02138,P0035,3,0.1
O02139,P0001,2,0.05
O02139,P0197,1,0.0
O02140,P0055,2,0.0
O02141,P0065,4,0.0
O02141,P0090,1,0.05
O02141,P0051,1,0.05
O02142,P0079,4,0.1
O02143,P0198,1,0.15
O02144,P0146,1,0.1
O02145,P0080,2,0.05
O02146,P0186,2,0.05
O02147,P0081,1,0.1
O02147,P0143,1,0.2
O02148,P0177,4,0.2
O02148,P0118,5,0.0
O02149,P0144,3,0.1
O02150,P0002,1,0.15
O02151,P0010,1,0.0
O02151,P0113,1,0.0
O02152,P0173,4,0.05
O02152,P0032,1,0.0
O02153,P0087,3,0.05
O02153,P0161,1,0.0
O02154,P0138,1,0.05
O02155,P0027,1,0.15
O02156,P0068,2,0.15
O02157,P0073,1,0.05
O02157,P0091,2,0.0
O02157,P0164,1,0.0
O02158,P0045,2,0.0
O02158,P0139,4,0.05
O02159,P0174,1,0.1
O02159,P0154,1,0.15
O02159,P0165,2,0.0
O02160,P0164,2,0.1
O02160,P0187,1,0.1
O02161,P0163,1,0.0
O02161,P0187,1,0.0
O02162,P0193,2,0.15
O02163,P0140,1,0.0
O02163,P0114,1,0.1
O02164,P0050,1,0.0
O02164,P0173,1,0.0
O02164,P0170,1,0.05
O02165,P0093,2,0.05
O02165,P0182,2,0.05
O02166,P0027,1,0.0
O02167,P0004,2,0.15
O02168,P0045,1,0.0
O02169,P0021,3,0.0
O02170,P0080,4,0.05
O02171,P0022,5,0.2
O02172,P0121,2,0.05
O02172,P0007,1,0.0
O02173,P0137,2,0.1
O02174,P0196,1,0.0
O02174,P0023,2,0.0
O02174,P0050,2,0.0
O02174,P0198,2,0.1
O02175,P0079,1,0.0
O02176,P0114,3,0.05
O02176,P0198,1,0.05
O02177,P0048,3,0.1
O02177,P0163,1,0.1
O02177,P0022,1,0.05
O02178,P0175,1,0.15
O02179,P0021,2,0.1
O02180,P0031,5,0.1
O02180,P0158,1,0.05
O02181,P0071,1,0.05
O02182,P0020,1,0.0
O02183,P0154,1,0.15
O02183,P0017,1,0.05
O02183,P0075,2,0.05
O02184,P0032,2,0.0
O02185,P0045,3,0.0
O02185,P0068,2,0.1
O02186,P0151,1,0.0
O02186,P0128,1,0.15
O02187,P0100,1,0.15
O02187,P0024,1,0.0
O02188,P0078,2,0.0
O02189,P0180,1,0.0
O02189,P0016,2,0.0
O02189,P0104,2,0.1
O02189,P0005,4,0.1
O02190,P0097,4,0.0
O02190,P0040,1,0.05
O02191,P0198,2,0.05
O02191,P0140,4,0.0
O02191,P0017,2,0.05
O02191,P0049,3,0.15
O02192,P0072,3,0.0
O02192,P0128,1,0.05
O02193,P0051,1,0.0
O02194,P0010,2,0.0
O02194,P0171,2,0.0
O02195,P0142,1,0.0
O02195,P0011,1,0.0
O02195,P0147,1,0.05
O02196,P0183,1,0.0
O02196,P0070,2,0.0
O02197,P0018,2,0.0
O02198,P0120,1,0.0
O02198,P0069,5,0.05
O02198,P0084,1,0.1
O02199,P0079,2,0.0
O02199,P0193,2,0.0
O02200,P0139,2,0.0
O02200,P0153,1,0.05
O02200,P0109,2,0.1
O02201,P0066,2,0.1
O02201,P0155,2,0.05
O02202,P0103,1,0.1
O02202,P0097,1,0.1
O02202,P0064,2,0.0
O02203,P0162,1,0.0
O02204,P0151,1,0.05
O02204,P0040,3,0.05
O02205,P0125,4,0.0
O02205,P0132,2,0.05
O02206,P0039,2,0.15
O02206,P0192,2,0.2
O02207,P0032,2,0.15
O02208,P0168,2,0.1
O02208,P0177,2,0.15
O02209,P0045,2,0.05
O02209,P0117,1,0.1
O02210,P0013,1,0.0
O02210,P0041,1,0.1
O02210,P0169,1,0.05
O02211,P0057,1,0.15
O02211,P0103,4,0.0
O02211,P0183,5,0.0
O02212,P0005,1,0.05
O02212,P0188,1,0.2
O02212,P0020,1,0.1
O02213,P0200,2,0.0
O02214,P0197,1,0.05
O02215,P0059,4,0.05
O02215,P0079,2,0.0
O02215,P0157,1,0.0
O02216,P0005,1,0.0
O02216,P0122,1,0.2
O02216,P0152,1,0.15
O02216,P0163,1,0.0
O02217,P0044,2,0.15
O02218,P0086,1,0.05
O02218,P0020,1,0.0
O02218,P0161,4,0.1
O02218,P0015,3,0.05
O02219,P0073,5,0.05
O02219,P0077,2,0.05
O02220,P0050,1,0.15
O02220,P0027,1,0.1
O02220,P0019,1,0.05
O02220,P0141,5,0.0
O02221,P0051,4,0.15
O02222,P0049,2,0.05
O02223,P0170,3,0.0
O02223,P0125,1,0.15
O02223,P0184,3,0.0
O02223,P0124,2,0.05
O02224,P0099,1,0.0
O02225,P0016,3,0.05
O02225,P0031,2,0.1
O02225,P0100,1,0.05
O02225,P0087,1,0.0
O02226,P0019,1,0.05
O02227,P0111,1,0.0
O02228,P0002,1,0.2
O02229,P0033,3,0.2
O02230,P0164,1,0.05
O02230,P0113,1,0.0
O02231,P0050,2,0.1
O02231,P0082,1,0.0
O02231,P0032,1,0.1
O02232,P0197,1,0.0
O02232,P0177,1,0.05
O02232,P0150,4,0.05
O02232,P0188,1,0.0
O02233,P0070,2,0.0
O02233,P0095,1,0.0
O02234,P0185,1,0.05
O02235,P0125,1,0.0
O02236,P0074,2,0.1
O02237,P0197,2,0.05
O02237,P0177,4,0.05
O02238,P0116,3,0.1
O02238,P0013,3,0.0
O02239,P0027,1,0.1
O02239,P0105,1,0.05
O02240,P0078,4,0.15
O02240,P0134,2,0.0
O02241,P0167,1,0.0
O02242,P0120,1,0.1
O02242,P0022,4,0.05
O02243,P0171,1,0.05
O02244,P0010,2,0.0
O02244,P0046,3,0.15
O02245,P0190,3,0.1
O02245,P0123,2,0.05
O02245,P0085,2,0.0
O02246,P0019,1,0.05
O02246,P0094,4,0.2
O02247,P0075,1,0.0
O02247,P0128,2,0.0
O02247,P0153,3,0.2
O02247,P0162,1,0.0
O02248,P0161,2,0.1
O02248,P0051,3,0.0
O02248,P0105,5,0.1
O02249,P0037,1,0.1
O02249,P0080,1,0.05
O02250,P0062,1,0.0
O02250,P0197,1,0.0
O02251,P0119,1,0.05
O02251,P0142,2,0.1
O02252,P0141,1,0.0
O02252,P0180,2,0.05
O02252,P0192,2,0.1
O02252,P0198,2,0.0
O02253,P0140,4,0.05
O02253,P0176,2,0.15
O02253,P0112,3,0.05
O02254,P0119,3,0.0
O02254,P0022,2,0.1
O02255,P0070,3,0.0
O02256,P0093,1,0.0
O02256,P0169,2,0.15
O02257,P0052,1,0.0
O02257,P0070,2,0.2
O02258,P0056,2,0.1
O02258,P0038,1,0.15
O02258,P0019,2,0.05
O02259,P0035,4,0.0
O02259,P0075,1,0.1
O02259,P0038,1,0.05
O02260,P0151,2,0.2
O02260,P0182,2,0.2
O02260,P0018,2,0.0
O02261,P0192,1,0.0
O02262,P0121,4,0.15
O02262,P0011,2,0.0
O02263,P0020,2,0.0
O02263,P0057,1,0.2
O02264,P0115,2,0.1
O02265,P0041,2,0.05
O02265,P0038,2,0.0
O02266,P0170,1,0.1
O02266,P0117,1,0.1
O02267,P0147,3,0.0
O02267,P0107,4,0.1
O02267,P0166,1,0.0
O02268,P0082,1,0.15
O02268,P0051,1,0.0
O02268,P0100,1,0.05
O02269,P0029,2,0.0
O02269,P0200,2,0.1
O02270,P0125,1,0.15
O02270,P0098,1,0.15
O02271,P0182,2,0.0
O02271,P0121,3,0.0
O02272,P0063,1,0.15
O02273,P0078,1,0.0
O02273,P0037,1,0.0
O02273,P0017,4,0.05
O02274,P0187,3,0.1
O02275,P0099,1,0.0
O02276,P0035,1,0.0
O02277,P0007,3,0.05
O02277,P0083,1,0.0
O02277,P0066,1,0.0
O02278,P0137,2,0.1
O02279,P0165,2,0.05
O02279,P0186,1,0.05
O02280,P0030,2,0.0
O02280,P0074,1,0.0
O02280,P0106,1,0.05
O02280,P0133,1,0.05
O02281,P0061,1,0.0
O02282,P0184,3,0.0
O02283,P0108,5,0.0
O02283,P0190,1,0.1
O02284,P0183,2,0.1
O02284,P0001,1,0.1
O02285,P0020,1,0.2
O02286,P0007,4,0.0
O02287,P0048,1,0.0
O02287,P0141,1,0.0
O02288,P0034,1,0.1
O02289,P0183,1,0.05
O02289,P0190,1,0.0
O02290,P0056,1,0.15
O02290,P0055,3,0.05
O02291,P0140,2,0.0
O02291,P0177,4,0.05
O02292,P0041,3,0.0
O02292,P0086,2,0.15
O02293,P0085,3,0.0
O02293,P0023,1,0.0
O02294,P0192,4,0.0
O02294,P0172,1,0.0
O02294,P0026,5,0.0
O02295,P0155,2,0.0
O02295,P0084,1,0.05
O02295,P0195,1,0.05
O02296,P0102,2,0.0
O02297,P0003,1,0.05
O02298,P0030,2,0.05
O02299,P0177,1,0.0
O02300,P0094,4,0.0
O02300,P0102,3,0.0
O02300,P0004,1,0.05
O02301,P0162,1,0.1
O02301,P0188,4,0.1
O02302,P0181,2,0.0
O02302,P0032,1,0.0
O02303,P0060,1,0.2
O02303,P0069,1,0.05
O02303,P0161,4,0.15
O02304,P0159,3,0.05
O02304,P0092,1,0.05
O02304,P0069,3,0.0
O02305,P0192,1,0.05
O02305,P0142,1,0.0
O02305,P0034,1,0.0
O02306,P0081,4,0.05
O02307,P0052,2,0.05
O02307,P0196,1,0.0
O02307,P0130,1,0.0
O02308,P0055,1,0.05
O02308,P0159,1,0.05
O02308,P0161,1,0.05
O02309,P0092,1,0.05
O02309,P0059,2,0.2
O02309,P0130,1,0.05
O02310,P0026,2,0.0
O02310,P0106,1,0.0
O02311,P0137,1,0.05
O02311,P0038,1,0.2
O02312,P0180,2,0.05
O02312,P0102,3,0.0
O02313,P0095,1,0.0
O02313,P0182,1,0.0
O02313,P0074,1,0.0
O02314,P0002,1,0.05
O02315,P0055,2,0.0
O02316,P0115,2,0.1
O02317,P0095,1,0.1
O02318,P0171,2,0.15
O02318,P0102,2,0.05
O02319,P0037,2,0.0
O02319,P0045,4,0.05
O02320,P0182,2,0.2
O02321,P0053,1,0.05
O02321,P0076,1,0.0
O02321,P0082,2,0.0
O02322,P0096,3,0.0
O02322,P0014,4,0.05
O02323,P0107,1,0.1
O02324,P0150,3,0.1
O02324,P0102,1,0.05
O02325,P0182,1,0.05
O02325,P0123,2,0.1
O02326,P0105,2,0.15
O02327,P0014,1,0.1
O02327,P0029,1,0.15
O02328,P0169,1,0.0
O02328,P0161,1,0.05
O02328,P0199,2,0.0
O02329,P0022,2,0.0
O02329,P0071,3,0.0
O02329,P0031,1,0.1
O02330,P0184,1,0.0
O02330,P0150,1,0.2
O02331,P0006,5,0.0
O02331,P0064,1,0.0
O02332,P0129,3,0.0
O02332,P0199,2,0.0
O02333,P0132,1,0.1
O02333,P0051,2,0.1
O02334,P0092,1,0.1
O02334,P0198,2,0.05
O02335,P0024,2,0.05
O02336,P0052,2,0.1
O02336,P0022,1,0.0
O02337,P0178,2,0.0
O02338,P0035,3,0.15
O02339,P0153,1,0.0
O02339,P0018,3,0.1
O02339,P0117,1,0.0
O02340,P0016,2,0.15
O02340,P0175,1,0.0
O02341,P0146,1,0.1
O02342,P0044,2,0.0
O02343,P0127,3,0.05
O02343,P0177,1,0.0
O02343,P0086,1,0.05
O02344,P0033,2,0.0
O02345,P0110,2,0.15
O02345,P0096,4,0.05
O02346,P0046,4,0.1
O02346,P0157,1,0.0
O02347,P0021,4,0.0
O02347,P0071,2,0.15
O02348,P0023,3,0.0
O02348,P0164,2,0.2
O02349,P0195,1,0.05
O02349,P0122,3,0.05
O02349,P0104,2,0.0
O02350,P0077,4,0.1
O02350,P0097,3,0.1
O02351,P0149,4,0.05
O02351,P0152,1,0.0
O02352,P0050,2,0.05
O02352,P0193,2,0.1
O02353,P0132,1,0.05
O02354,P0041,1,0.05
O02354,P0011,1,0.0
O02355,P0123,1,0.0
O02355,P0095,2,0.05
O02356,P0042,2,0.1
O02356,P0009,1,0.0
O02356,P0073,1,0.15
O02357,P0064,2,0.1
O02357,P0196,1,0.0
O02357,P0193,1,0.05
O02358,P0146,1,0.05
O02358,P0064,1,0.1
O02358,P0137,1,0.0
O02358,P0007,2,0.05
O02359,P0139,2,0.0
O02359,P0067,3,0.1
O02359,P0130,5,0.05
O02360,P0141,1,0.05
O02360,P0143,1,0.0
O02360,P0165,3,0.0
O02361,P0183,3,0.0
O02361,P0159,3,0.15
O02361,P0007,1,0.0
O02362,P0149,1,0.0
O02363,P0131,2,0.05
O02363,P0051,3,0.05
O02364,P0145,1,0.05
O02365,P0135,3,0.05
O02365,P0162,1,0.1
O02366,P0152,3,0.0
O02366,P0161,1,0.0
O02367,P0137,2,0.0
O02368,P0086,2,0.0
O02368,P0055,1,0.1
O02368,P0112,1,0.0
O02369,P0044,1,0.0
O02369,P0003,2,0.0
O02370,P0130,2,0.0
O02370,P0175,5,0.1
O02370,P0036,1,0.05
O02371,P0126,1,0.0
O02372,P0137,1,0.0
O02372,P0078,4,0.0
O02372,P0161,2,0.0
O02373,P0198,4,0.05
O02373,P0072,1,0.0
O02373,P0127,2,0.0
O02374,P0053,1,0.1
O02374,P0005,1,0.0
O02375,P0178,3,0.1
O02375,P0132,1,0.05
O02375,P0042,1,0.15
O02376,P0005,4,0.0
O02376,P0147,1,0.05
O02377,P0135,2,0.0
O02377,P0151,2,0.05
O02377,P0087,4,0.0
O02378,P0040,1,0.15
O02378,P0196,3,0.15
O02379,P0148,2,0.0
O02380,P0067,1,0.0
O02380,P0093,2,0.0
O02381,P0198,2,0.05
O02381,P0153,1,0.1
O02382,P0051,1,0.1
O02382,P0088,1,0.05
O02383,P0012,4,0.0
O02384,P0084,1,0.2
O02384,P0055,1,0.0
O02385,P0122,1,0.0
O02385,P0187,1,0.0
O02386,P0057,2,0.0
O02386,P0054,2,0.0
O02387,P0051,1,0.1
O02387,P0064,1,0.05
O02388,P0122,1,0.05
O02389,P0141,2,0.0
O02389,P0123,1,0.0
O02389,P0045,2,0.0
O02390,P0130,2,0.1
O02391,P0012,1,0.2
O02391,P0180,2,0.0
O02392,P0131,1,0.0
O02393,P0185,3,0.15
O02393,P0017,1,0.0
O02393,P0010,2,0.0
O02394,P0108,1,0.2
O02395,P0069,3,0.15
O02395,P0031,2,0.15
O02396,P0110,4,0.0
O02396,P0119,2,0.0
O02396,P0127,1,0.0
O02397,P0129,1,0.1
O02398,P0158,1,0.0
O02398,P0148,2,0.0
O02398,P0105,1,0.0
O02398,P0200,2,0.0
O02399,P0054,3,0.15
O02399,P0095,1,0.0
O02399,P0111,2,0.2
O02400,P0091,2,0.0
O02401,P0130,1,0.0
O02401,P0158,1,0.0
O02401,P0190,1,0.0
O02401,P0192,1,0.05
O02402,P0011,2,0.05
O02403,P0109,5,0.0
O02404,P0193,3,0.05
O02404,P0041,3,0.05
O02404,P0061,5,0.0
O02405,P0158,2,0.0
O02406,P0025,1,0.2
O02406,P0022,2,0.0
O02406,P0171,2,0.05
O02407,P0027,4,0.15
O02407,P0049,1,0.05
O02407,P0134,2,0.0
O02408,P0031,1,0.1
O02409,P0014,1,0.0
O02409,P0070,1,0.0
O02409,P0191,1,0.1
O02410,P0093,3,0.05
O02410,P0057,3,0.0
O02411,P0189,2,0.05
O02411,P0185,1,0.0
O02412,P0124,1,0.1
O02413,P0153,3,0.0
O02413,P0175,1,0.0
O02414,P0140,3,0.05
O02415,P0018,3,0.05
O02415,P0002,1,0.1
O02415,P0049,5,0.0
O02416,P0185,1,0.05
O02416,P0145,1,0.0
O02417,P0014,1,0.0
O02418,P0097,1,0.0
O02418,P0006,1,0.0
O02419,P0153,1,0.05
O02420,P0008,1,0.1
O02421,P0061,2,0.0
O02422,P0054,4,0.2
O02422,P0199,1,0.15
O02423,P0097,1,0.0
O02424,P0091,3,0.0
O02425,P0193,1,0.0
O02425,P0102,1,0.0
O02426,P0011,2,0.0
O02426,P0044,2,0.1
O02427,P0165,3,0.0
O02427,P0093,1,0.0
O02428,P0088,2,0.0
O02428,P0174,5,0.0
O02429,P0127,1,0.15
O02430,P0107,1,0.0
O02430,P0121,1,0.05
O02431,P0121,1,0.0
O02432,P0136,1,0.15
O02433,P0140,1,0.0
O02433,P0192,2,0.0
O02434,P0123,1,0.1
O02434,P0041,4,0.0
O02435,P0008,1,0.0
O02435,P0063,3,0.15
O02436,P0058,1,0.1
O02437,P0092,2,0.0
O02437,P0057,2,0.0
O02438,P0163,1,0.0
O02439,P0021,2,0.05
O02439,P0089,1,0.0
O02439,P0163,1,0.05
O02440,P0031,3,0.0
O02440,P0109,1,0.0
O02440,P0169,1,0.0
O02441,P0014,2,0.0
O02441,P0065,5,0.2
O02442,P0149,1,0.0
O02442,P0088,1,0.1
O02442,P0050,1,0.05
O02443,P0122,2,0.1
O02443,P0186,1,0.0
O02443,P0075,1,0.05
O02444,P0006,1,0.1
O02445,P0143,2,0.1
O02445,P0059,2,0.0
O02445,P0149,1,0.1
O02446,P0103,1,0.1
O02446,P0200,2,0.1
O02447,P0196,3,0.05
O02447,P0178,1,0.05
O02448,P0156,2,0.1
O02448,P0041,2,0.05
O02449,P0142,5,0.0
O02449,P0014,3,0.0
O02449,P0161,1,0.0
O02450,P0161,1,0.15
O02451,P0115,3,0.2
O02451,P0088,3,0.1
O02452,P0175,2,0.0
O02453,P0071,1,0.15
O02454,P0019,1,0.0
O02454,P0119,3,0.0
O02455,P0039,1,0.05
O02455,P0001,1,0.1
O02456,P0006,2,0.05
O02457,P0195,2,0.0
O02457,P0093,1,0.0
O02458,P0001,1,0.1
O02458,P0072,2,0.0
O02459,P0168,1,0.05
O02459,P0170,1,0.0
O02460,P0086,2,0.0
O02460,P0191,2,0.05
O02461,P0056,2,0.05
O02461,P0042,1,0.0
O02461,P0044,2,0.15
O02462,P0108,1,0.05
O02462,P0016,1,0.1
O02462,P0131,2,0.1
O02463,P0050,3,0.05
O02464,P0087,2,0.05
O02464,P0127,1,0.0
O02464,P0181,3,0.0
O02465,P0176,3,0.15
O02465,P0040,1,0.0
O02466,P0087,2,0.0
O02466,P0104,1,0.05
O02467,P0039,2,0.1
O02467,P0111,1,0.0
O02468,P0163,2,0.15
O02469,P0137,1,0.05
O02469,P0126,1,0.1
O02469,P0052,2,0.0
O02470,P0096,3,0.0
O02470,P0055,1,0.0
O02471,P0061,2,0.05
O02471,P0153,1,0.0
O02471,P0002,1,0.0
O02471,P0093,1,0.1
O02472,P0098,1,0.0
O02472,P0148,1,0.0
O02472,P0042,1,0.05
O02473,P0018,1,0.0
O02473,P0012,4,0.2
O02474,P0076,1,0.0
O02475,P0117,1,0.1
O02475,P0084,3,0.0
O02475,P0188,1,0.15
O02476,P0105,2,0.0
O02476,P0143,1,0.0
O02476,P0091,2,0.05
O02476,P0098,4,0.0
O02477,P0061,1,0.15
O02477,P0159,2,0.05
O02477,P0104,3,0.05
O02478,P0136,1,0.0
O02479,P0138,1,0.15
O02479,P0093,1,0.05
O02479,P0190,4,0.1
O02480,P0013,1,0.05
O02480,P0091,3,0.1
O02480,P0113,4,0.0
O02481,P0135,1,0.1
O02481,P0167,1,0.0
O02482,P0079,3,0.0
O02482,P0094,1,0.15
O02483,P0092,2,0.0
O02484,P0088,2,0.15
O02485,P0112,1,0.0
O02485,P0060,1,0.05
O02486,P0136,1,0.1
O02487,P0193,2,0.05
O02487,P0182,4,0.1
O02488,P0159,3,0.0
O02489,P0198,3,0.1
O02489,P0110,2,0.05
O02489,P0124,3,0.05
O02490,P0041,2,0.1
O02490,P0067,1,0.0
O02490,P0016,3,0.05
O02491,P0122,3,0.0
O02492,P0067,4,0.1
O02492,P0190,2,0.1
O02493,P0155,4,0.1
O02493,P0051,1,0.0
O02493,P0152,2,0.0
O02494,P0195,2,0.0
O02494,P0058,1,0.0
O02495,P0138,2,0.05
O02495,P0054,1,0.0
O02496,P0067,2,0.0
O02496,P0174,1,0.05
O02497,P0175,1,0.1
O02497,P0144,1,0.15
O02497,P0021,2,0.0
O02498,P0159,1,0.0
O02498,P0043,2,0.05
O02499,P0128,2,0.0
O02500,P0086,5,0.05
O02500,P0076,4,0.2
O02500,P0114,1,0.0
O02501,P0020,3,0.1
O02501,P0014,1,0.05
O02501,P0003,2,0.0
O02502,P0129,1,0.05
O02503,P0059,2,0.0
O02503,P0109,2,0.0
O02504,P0199,2,0.05
O02505,P0132,3,0.0
O02505,P0188,1,0.05
O02505,P0117,4,0.0
O02506,P0028,1,0.0
O02506,P0138,1,0.0
O02507,P0043,2,0.0
O02508,P0051,1,0.0
O02508,P0165,2,0.1
O02509,P0073,3,0.0
O02509,P0048,2,0.05
O02510,P0170,1,0.0
O02511,P0050,1,0.05
O02512,P0082,2,0.0
O02512,P0024,2,0.0
O02513,P0086,1,0.05
O02514,P0189,4,0.0
O02515,P0135,3,0.0
O02515,P0072,1,0.15
O02516,P0178,3,0.05
O02517,P0180,5,0.0
O02518,P0036,1,0.0
O02518,P0200,1,0.0
O02519,P0102,2,0.05
O02519,P0083,1,0.0
O02519,P0164,2,0.2
O02520,P0182,3,0.05
O02520,P0078,2,0.0
O02521,P0054,1,0.0
O02521,P0155,3,0.05
O02521,P0122,1,0.0
O02522,P0081,1,0.0
O02523,P0038,2,0.05
O02523,P0123,1,0.1
O02524,P0098,1,0.0
O02524,P0144,1,0.05
O02524,P0091,1,0.05
O02524,P0142,4,0.05
O02525,P0017,1,0.05
O02526,P0042,4,0.05
O02526,P0020,1,0.0
O02527,P0070,3,0.05
O02528,P0144,1,0.05
O02528,P0006,1,0.05
O02528,P0048,3,0.0
O02529,P0055,1,0.05
O02529,P0192,1,0.05
O02529,P0011,1,0.0
O02530,P0084,2,0.0
